LLM model 01,LLM model 02,LLM model 003,LLM model 04,LLM model 05,LLm model 06,LLM model 07,LLM model 08,LLM model 09,LLm model 10
663,357.38,A admit final.,2019-06-23,miss,522.35,186,495,Soldier party learn could think.,249
450,892.92,Difficult director must trial week.,2000-05-16,price,340.07,205,981,Music standard record us now support very.,670
16,824.45,Support full figure suddenly very run house.,1982-07-11,movie,94.0,345,514,Claim environment wall something call.,184
143,647.91,Drop food finally.,1997-12-04,political,788.16,354,518,Down around smile person lead source.,211
441,533.33,Consumer raise seek quite.,2007-08-16,suddenly,744.61,401,450,Final social southern TV respond reflect store.,815
213,200.08,West again image official hand notice friend.,2024-05-10,will,823.61,672,637,Plant west focus argue though other.,316
351,311.27,Build common military kind building during.,1984-11-19,nature,390.87,863,572,Fall lay town report nothing.,527
23,853.7,Drop as tend smile fill.,2012-01-22,lot,482.73,437,861,Trip development total property.,986
8,359.12,Doctor protect woman. They growth your because.,2022-07-18,speech,86.43,338,387,Town center tonight production amount.,179
510,150.6,Protect both give interview.,1974-09-28,avoid,761.12,84,755,Break raise drive shoulder.,662
967,65.92,Pull ask region loss.,1986-10-17,them,20.1,954,207,Design cell support assume.,169
349,91.41,Lot manager young. Bit fast keep Mrs two.,2025-06-16,total,909.56,714,137,Expect amount who leader on stop want.,532
287,455.78,Over run follow charge.,1971-07-24,tell,984.28,723,682,Official page whose already bit represent on.,103
500,978.15,Remember stop level local. Before return culture.,1973-09-20,game,571.83,925,757,Sound home community view on.,778
196,625.46,Upon PM share read.,1998-06-20,water,59.79,309,549,Fear dog case population.,806
803,475.72,Hear office what part occur.,2024-09-29,recent,481.77,243,590,Federal manage type.,7
544,753.49,Green actually magazine guy appear she kid.,2005-09-07,music,91.64,261,98,Statement fast surface add energy.,405
147,966.73,Believe conference certainly.,1980-05-31,over,0.58,49,714,Tax amount too.,171
176,769.45,Coach girl pick floor camera.,1989-07-04,sea,964.93,140,742,Oil sense if seem wall they.,285
686,610.91,Street house she moment star trip.,2003-09-17,popular,488.66,137,81,Start gas of Republican per.,485
268,660.19,About fear mean grow call body.,1995-08-25,generation,465.09,465,185,Close memory attention off most thing.,663
237,830.84,Three compare station decide main exist.,2021-12-24,college,570.78,252,79,Scientist describe full.,594
555,818.55,Woman town agree financial space evidence.,1978-05-24,boy,610.04,45,385,Pay a economy might fear name know recently.,17
616,221.55,To when per institution discover natural.,1977-07-27,line,807.28,601,177,Sound condition imagine fact pattern.,852
823,491.39,Amount pretty maybe trade dinner material.,1980-02-16,least,603.07,452,545,Fund make doctor wife forget really sell.,272
107,437.01,Image field including society art audience.,1990-03-16,watch,349.88,781,590,Mouth maintain movement sit interview.,226
445,128.23,Book within realize himself new.,1990-12-16,also,162.84,179,447,Nation song pressure under.,276
284,234.81,Institution tree interest trip key note so.,2010-05-28,bag,967.03,496,758,Minute drive human.,29
227,669.66,Analysis film yeah another school.,1987-05-27,tell,938.01,272,945,Size hundred them east field.,31
233,865.38,Thank to end manage.,1978-09-04,down,222.4,2,147,Black my once seat.,576
758,561.78,Write community time measure special.,2020-12-08,information,678.89,711,323,Fund star above fear professor.,442
780,320.23,Quickly site fund deep power pull should.,2023-05-06,radio,542.1,125,689,Key reach analysis activity mean hard.,507
191,560.4,History find answer. Director red scene.,2021-09-10,morning,352.7,430,23,National real worker organization road.,719
477,607.99,Once show one decision then.,1975-02-10,get,902.93,845,555,Series site current brother project.,945
118,955.37,Simply treat large find never into church.,2002-11-23,top,907.84,12,913,Culture method morning own.,294
538,139.05,Seem stage employee value point must theory.,1981-03-07,phone,84.39,456,303,Police front another fill there.,660
72,939.38,What happy large color Republican.,1994-11-12,happy,175.48,516,587,Such culture give.,402
874,497.12,Rest anyone its produce lead stock.,1986-02-25,article,724.84,943,287,Case interview this sing.,36
531,999.92,Color just write pull keep partner grow.,2020-12-29,large,401.95,185,964,Plan very team sell would.,289
635,307.3,Their dinner continue show.,1985-05-22,ask,416.92,419,787,Long enjoy ahead under.,17
563,357.98,Administration policy hour surface bank minute.,1991-08-05,reason,828.22,541,347,Discussion fast cultural work message.,809
3,930.37,Authority research another.,2016-10-16,industry,739.67,429,752,South bed seek at many often participant.,648
688,146.41,Civil organization quickly people.,2010-08-05,garden,700.29,515,0,Live hotel all large occur. Miss exactly learn.,979
914,520.36,Society themselves coach compare machine once.,2001-02-02,every,700.21,107,630,Because check return own contain hospital the.,156
757,682.27,Bar we throw week. Mouth forget at.,2010-05-11,key,351.76,391,326,Laugh involve avoid down.,401
485,832.38,Control since without. These must impact.,2011-03-31,activity,659.29,949,831,Address wish member plan concern it someone.,565
475,101.36,Including citizen wear argue.,1983-07-31,real,399.37,146,416,Summer today relate plan city doctor.,94
871,213.68,Fine whom common.,2003-04-23,act,864.46,206,964,White close especially laugh. Field end about.,860
117,251.44,Ok could address. This speech result good.,1982-12-04,reach,355.57,860,598,Majority nature all east information.,784
879,15.68,Whether consider technology.,1993-11-09,tonight,135.76,557,94,Exactly could suggest impact understand across.,608
68,124.6,State to second man dark professional yard.,1976-08-10,police,509.31,590,891,Action talk near western.,656
30,879.13,Man water customer difference.,2018-05-19,believe,107.86,624,279,Than particularly here that fire data.,595
282,69.25,Town measure own same simply everything.,2022-11-15,another,125.48,584,692,Week I group participant senior notice air.,87
678,8.2,Course during fire.,1992-09-22,almost,739.64,142,957,Often film leave that daughter.,544
441,612.19,Thing fill for even red front star smile.,1973-01-09,all,402.69,780,592,Imagine line arrive player ground light both.,100
411,645.26,Sing paper age station face amount school.,2022-08-17,off,68.4,218,929,Body fear product explain.,86
464,281.35,Trade off politics particularly.,2015-11-13,decision,662.81,760,721,Else environmental lay question.,666
384,204.63,Lawyer should rich contain.,1976-07-15,table,817.6,265,132,Mission leave one part no.,359
813,104.17,Step manager perhaps similar PM consumer.,1986-05-11,teach,434.75,116,714,Me all tough. Produce type professional.,421
132,415.31,Each peace wonder serve just them indicate.,2021-06-08,serious,149.28,764,852,Writer explain hand.,884
907,483.49,Case history thousand whether.,2014-06-01,response,190.17,7,678,Up learn edge.,84
248,374.79,Return probably form part compare loss bring.,2009-07-28,eye,584.92,574,776,It most what white.,152
823,301.84,Easy ready pull station strong no.,2016-01-22,put,762.94,557,360,Media four drop point nearly baby west thing.,395
613,853.63,One high issue new price.,2015-05-01,operation,64.06,109,181,Far college heart yeah page.,464
628,365.0,Try guy prove once.,2019-09-03,even,283.83,788,136,Father wide run black.,674
374,352.64,Reveal half magazine large eight city.,1989-03-30,theory,957.67,143,632,Local left most network team population.,357
979,256.24,Like leader mean stop trade.,2011-11-05,professor,742.21,149,346,Someone up interview get party.,358
849,614.79,Structure realize her.,1989-05-25,subject,195.57,689,856,Now page sell conference view develop official.,202
713,704.68,Best choice tonight happy next.,2013-05-21,idea,879.5,81,642,Begin save factor key.,330
736,695.79,Short position involve board everything.,1985-04-06,production,469.64,114,581,North usually east office street.,446
693,901.86,Any story every front.,2005-10-26,become,297.3,731,784,Cold realize practice.,261
778,497.38,Country pull middle one such price.,1976-07-30,man,475.0,464,783,Idea member word seat eye.,703
669,647.32,Share perhaps marriage let newspaper.,2007-02-19,front,400.79,422,601,Husband myself laugh.,995
57,109.75,Term myself direction worry.,1976-11-14,edge,905.76,370,134,Model require you of scientist response.,777
924,9.8,Charge lawyer gas interest will value.,2001-11-15,ask,575.47,264,378,Poor happen much fact set record choice.,313
68,34.09,Nation nor student pretty.,1994-01-14,decision,642.42,233,773,Agreement will interesting pattern brother.,346
905,764.07,Talk various skin fill executive.,2007-09-20,capital,456.11,790,315,Impact property statement range.,456
749,596.82,Half same I sure. Music remain later most way.,1996-05-12,number,159.55,111,368,Parent choice choice talk.,295
63,654.18,Close treat fund clear move continue.,1983-05-07,allow,478.57,369,729,Degree range tonight health member material.,550
863,512.62,Health baby radio trade time.,1970-01-22,agree,41.5,637,387,Bed week thing last day treatment environmental.,953
55,987.83,Short draw large choice already its direction.,1997-06-29,couple,73.63,419,156,Best thus race consumer crime mouth.,370
504,88.92,Own again Congress keep while hard per finish.,1993-04-02,reflect,853.19,479,319,Degree defense even become face ten establish.,374
406,950.56,Play other page factor defense start hotel.,1983-10-01,education,916.3,530,638,Billion purpose under too scientist poor modern.,914
898,369.2,Name two check always cut.,1992-08-18,tax,799.03,334,889,Approach west year yard form majority understand.,941
824,304.48,Republican system outside national lose weight.,1995-08-17,red,535.85,625,493,Art make term result.,854
382,802.62,Rich paper religious build first result.,1977-05-26,stop,365.08,700,440,Dark strong choose eat boy.,500
566,247.9,Special moment collection leg.,1987-09-03,sea,307.96,8,24,Common hard listen five voice.,704
655,713.29,Office attorney discussion speak PM tend success.,1982-09-22,part,954.26,648,617,Sing memory gun easy. Learn quality upon smile.,541
965,614.37,Should speak region whose cover.,2012-01-20,hour,626.11,209,723,Expect those argue imagine build bit.,875
436,482.8,Spring young pull program.,2003-11-09,American,823.0,736,757,It shoulder history author himself.,854
664,319.12,Thousand determine wish human wind true.,2013-12-23,home,43.49,572,829,Agent significant size.,325
602,988.5,Investment data than.,2020-12-04,threat,538.27,917,924,Pull keep recognize spring owner.,334
488,713.4,Author whether house PM.,2009-03-14,difficult,653.51,942,85,End stage understand option.,774
668,106.96,Around think office moment actually radio.,1998-02-20,indicate,922.4,88,857,Partner sport popular sense.,475
133,675.21,Great structure accept figure part your.,1974-07-03,just,764.95,346,546,Threat others often glass.,617
103,769.95,Market so job bad current lawyer late throw.,2005-07-07,piece,198.35,402,886,Interesting answer fall blue family order.,816
274,614.0,Protect never class certain suddenly suggest.,1970-10-14,all,27.09,395,261,Could understand skin price lose near school.,56
328,181.2,Begin forward recently door.,2007-08-19,region,596.21,191,93,Debate clearly increase bad her.,836
99,471.12,Office early onto fall according herself.,1985-07-03,city,456.87,659,425,Standard establish oil more grow sort specific.,966
980,463.98,Medical group green community light.,2005-12-20,artist,448.84,244,604,Reflect through reach.,917
927,900.42,Likely little wonder product remember yes.,2001-10-24,town,8.53,85,593,Candidate dog our plan.,795
